"catalogue","genus","species","longdec","latdec"
"R.162270","Anilios","nigrescens",153.62,-28.65
"R89435","Anilios","obtusifrons",114.11,-27.85
"R146400","Anilios","obtusifrons",114.1633,-27.9219
"R129778","Anilios","obtusifrons",114.1669,-27.8977
"R110860","Anilios","pilbarensis",115.8353,-21.6666
"R110938","Anilios","pilbarensis",115.9078,-21.6561
"R110940","Anilios","pilbarensis",115.9622,-21.6711
"R110943","Anilios","pilbarensis",116.0489,-21.6991
"R110939","Anilios","pilbarensis",116.1178,-21.6938
"R110942","Anilios","pilbarensis",116.22,-21.7461
"R140330","Anilios","pilbarensis",117.1625,-21.4619
"R110734","Anilios","pilbarensis",117.1814,-22.6175
"R110733","Anilios","pilbarensis",117.1881,-22.6133
"R110744","Anilios","pilbarensis",117.1911,-22.573
"R163222","Anilios","pilbarensis",117.5219,-22.2175
"R163218","Anilios","pilbarensis",117.7406,-22.1211
"R163221","Anilios","pilbarensis",117.7561,-22.1208
"R172600","Anilios","pilbarensis",117.9986,-22.028
"R160009","Anilios","pilbarensis",118.157,-20.6074
"R120727","Anilios","pilbarensis",118.5167,-20.4
"R108712","Anilios","pilbarensis",118.6,-20.4
"R156822","Anilios","pilbarensis",118.6853,-20.3811
"R156814","Anilios","pilbarensis",118.7186,-20.3513
"R108813","Anilios","pilbarensis",118.8,-20.3833
"R172302","Anilios","pilbarensis",118.8194,-21.5758
"R172303","Anilios","pilbarensis",118.8922,-21.7547
"R108989","Anilios","pilbarensis",118.8944,-20.2833
"R13055","Anilios","pilbarensis",118.95,-21.6166
"R90643","Anilios","pilbarensis",118.9556,-21.6116
"R156309","Anilios","pilbarensis",118.9794,-22.2305
"R10897","Anilios","pilbarensis",120.05,-20.6333
"R160167","Anilios","pilbarensis",120.071,-21.4077
"R166890","Anilios","pilbarensis",120.1167,-21.8833
"R166182","Anilios","pilbarensis",120.1219,-21.9541
"R154867","Anilios","pilbarensis",120.3078,-20.4494
"R139297","Anilios","pilbarensis",120.3275,-21.2319
"R139387","Anilios","pilbarensis",120.3556,-21.2252
"R161528","Anilios","pilbarensis",120.377,-20.7669
"R139400","Anilios","pilbarensis",120.4267,-21.4216
"R112734","Anilios","pilbarensis",120.4553,-21.2663
"R139388","Anilios","pilbarensis",120.4664,-21.2902
"R139141","Anilios","pilbarensis",120.4731,-21.2038
"R154868","Anilios","pilbarensis",120.7908,-20.6536
"R161570","Anilios","pilbarensis",120.894,-20.7392
"R83772","Anilios","pilbarensis",121.1167,-22.75
"R166501","Anilios","pilbarensis",121.2308,-21.6847
"R139593","Anilios","pilbarensis",121.232,-22.4436
"R119900","Anilios","pinguis",113.9333,-22.0166
"R14204","Anilios","pinguis",114.6167,-28.7666
"R426","Anilios","pinguis",115.5667,-33.55
"R125664","Anilios","pinguis",115.7114,-31.5675
"R854","Anilios","pinguis",115.8,-33.3166
"R747","Anilios","pinguis",115.8667,-32.6333
"D4513","Ramphotyphlops","pinguis",115.87,-32.63
"R2602","Anilios","pinguis",115.9,-32.9666
"R3364","Anilios","pinguis",115.9,-31.35
"R6372","Anilios","pinguis",115.9,-33.0666
"R96220","Anilios","pinguis",115.95,-32.05
"R15135","Anilios","pinguis",115.9667,-32.3666
"R82627","Anilios","pinguis",115.9667,-31.9833
"R119325","Anilios","pinguis",116.0333,-32.1833
"R146995","Anilios","pinguis",116.0333,-31.9333
"R55917","Anilios","pinguis",116.05,-31.9166
"R11326","Anilios","pinguis",116.0667,-31.9166
"R26343","Anilios","pinguis",116.0667,-31.9833
"R64626","Anilios","pinguis",116.0667,-32.3333
"R37465","Anilios","pinguis",116.0833,-31.3833
"R2591","Anilios","pinguis",116.1167,-32.0833
"R17310","Anilios","pinguis",116.1667,-31.9833
"R104270","Anilios","pinguis",116.2333,-32.3333
"R166813","Anilios","pinguis",116.2664,-32.1886
"R2109","Anilios","pinguis",116.2667,-31.8666
"R19133","Anilios","pinguis",116.3,-32.1333
"R1365","Anilios","pinguis",116.3167,-33.4
"R31222","Anilios","pinguis",116.3167,-32.6666
"R5352","Anilios","pinguis",116.35,-33.8
"R71727","Anilios","pinguis",116.4764,-32.9755
"R4951","Anilios","pinguis",116.6167,-33.35
"R4367","Anilios","pinguis",116.6667,-32.6833
"R4545","Anilios","pinguis",116.6667,-31.65
"R22423","Anilios","pinguis",116.7,-31.7666
"R4391","Anilios","pinguis",116.7333,-33.35
"R5207","Anilios","pinguis",116.7333,-33.5333
"R805","Anilios","pinguis",116.8667,-33.85
"R12920","Anilios","pinguis",116.95,-34.2833
"R5347","Anilios","pinguis",116.9833,-33.1833
"R590","Anilios","pinguis",117.15,-33.8333
"R15123","Anilios","pinguis",117.35,-33.3166
"R624","Anilios","pinguis",117.5,-32.7833
"R7174","Ramphotyphlops","pinguis",117.55,-33.68
"R783","Anilios","pinguis",117.55,-34.3
"R859","Anilios","pinguis",117.55,-33.6833
"R8231","Anilios","pinguis",117.55,-34.3666
"R.12125","Anilios","pinguis",117.63,-34.03
"R473","Anilios","pinguis",117.6833,-33.6833
"R34028","Anilios","pinguis",118.15,-32.6666
"R3401","Anilios","pinguis",118.1667,-31.8666
"R.27306","Anilios","pinguis",118.5,-33.53
"R122688","Anilios","pinguis",118.8167,-34.0166
"R21879","Anilios","pinguis",118.9,-33.95
"R2779","Anilios","pinguis",118.9333,-33
"R173032","Anilios","pinguis",119.7553,-32.6394
"R172519","Anilios","pinguis",119.7667,-32.65
"D14045","Ramphotyphlops","proximus",142.25,-37.08
"D54428","Ramphotyphlops","proximus",142.43,-37.12
"D17505","Ramphotyphlops","proximus",142.52,-37.23
"D16292","Ramphotyphlops","proximus",142.55,-36.75
"D14665","Ramphotyphlops","proximus",142.63,-37.03
"D48288","Ramphotyphlops","proximus",142.78,-37.05
"D13936","Ramphotyphlops","proximus",142.87,-37.05
"D4632","Ramphotyphlops","proximus",142.98,-36.37
"R3080","Ramphotyphlops","proximus",143.35,-36.27
"D57257","Ramphotyphlops","proximus",143.38,-36.8
"R.15218","Anilios","proximus",143.58,-31.47
"D61670","Ramphotyphlops","proximus",143.5866667,-36.3243333
"D64904","Ramphotyphlops","proximus",143.5903333,-36.3
"D61671","Ramphotyphlops","proximus",143.5908333,-36.3016667
"D65994","Ramphotyphlops","proximus",143.65,-37.1
"D61669","Ramphotyphlops","proximus",143.8068333,-36.6175
"D64920","Ramphotyphlops","proximus",143.819,-36.6075
"D64921","Ramphotyphlops","proximus",143.8231667,-36.6198333
"D64963","Ramphotyphlops","proximus",143.85,-36.5333333
"D4787","Ramphotyphlops","proximus",143.85,-37.57
"D64925","Ramphotyphlops","proximus",143.8516667,-36.5426667
"D61667","Ramphotyphlops","proximus",143.8518333,-36.542
"D64984","Ramphotyphlops","proximus",143.8555,-36.5573333
"D64910","Ramphotyphlops","proximus",143.8561667,-36.5573333
"D61672","Ramphotyphlops","proximus",143.857,-36.5366667
"D64903","Ramphotyphlops","proximus",143.8751667,-36.5051667
"D64922","Ramphotyphlops","proximus",143.8841667,-36.502
"D2880","Ramphotyphlops","proximus",143.9089,-38.5619
"R7067","Ramphotyphlops","proximus",144.03,-35.92
"D65033","Ramphotyphlops","proximus",144.2531667,-36.66866667
"D66590","Ramphotyphlops","proximus",144.2596667,-36.55133333
"D61719","Ramphotyphlops","proximus",144.3,-36.6
"D65032","Ramphotyphlops","proximus",144.3226667,-36.5745
"D61616","Ramphotyphlops","proximus",144.33,-36.57
"D65229","Ramphotyphlops","proximus",144.33,-36.67
"D66586","Ramphotyphlops","proximus",144.334,-36.5743333
"D68127","Ramphotyphlops","proximus",144.4833333,-36.6166667
"D76887","Ramphotyphlops","proximus",144.5,-36.77
"D4721","Ramphotyphlops","proximus",144.7,-36.9166667
"D8598","Ramphotyphlops","proximus",144.8,-36.58
"D68765","Ramphotyphlops","proximus",144.9,-36.47
"R7077","Ramphotyphlops","proximus",144.95,-36.6
"D12025","Ramphotyphlops","proximus",144.95,-35.53
"D12024","Ramphotyphlops","proximus",144.95,-36.25
"D1924","Ramphotyphlops","proximus",145.05,-36.32
"R11823","Ramphotyphlops","proximus",145.15,-37.03
"R7070","Ramphotyphlops","proximus",145.22,-36.62
"R.148795","Anilios","proximus",145.38,-17.38
"D16295","Ramphotyphlops","proximus",145.4,-36.38
"D7696","Ramphotyphlops","proximus",145.47,-17.25
"J67838","Anilios","proximus",145.6111,-17.4861
"D8761","Ramphotyphlops","proximus",145.68,-36.33
"D68358","Ramphotyphlops","proximus",145.7,-36.0833333
"D75416","Ramphotyphlops","proximus",145.921,-36.5774
"R06667","Anilios","proximus",146.0414,-35.8003
"R06668","Anilios","proximus",146.0483,-35.7383
"D61552","Ramphotyphlops","proximus",146.07,-36.18
"D61553","Ramphotyphlops","proximus",146.08,-36.35
"D66595","Ramphotyphlops","proximus",146.15,-36.22
"D8964","Ramphotyphlops","proximus",146.17,-36.17
"R.1450","Anilios","proximus",146.22,-36.47
"D7872","Ramphotyphlops","proximus",146.28,-36.58
"R.12307","Anilios","proximus",146.3,-35.65
"R.6561","Anilios","proximus",146.3121,-29.9577
"D47984","Ramphotyphlops","proximus",146.32,-36.75
"R7108","Ramphotyphlops","proximus",146.32,-36.35
"R.118650","Anilios","proximus",146.4,-34.55
"D68729","Ramphotyphlops","proximus",146.55,-36.42
"D4733","Ramphotyphlops","proximus",146.6,-36.15
"R7075","Ramphotyphlops","proximus",146.95,-36.73
"R.13448","Anilios","proximus",147.05,-34.78
"J69669","Anilios","proximus",147.1997,-24.8181
"R.163331","Anilios","proximus",147.2981,-35.1108
"R.163330","Anilios","proximus",147.2981,-35.1111
"R.163332","Anilios","proximus",147.2986,-35.11
"R.15936","Anilios","proximus",147.32,-35.73
"R.114565","Anilios","proximus",147.37,-35.12
"R.4411","Anilios","proximus",147.53,-34.45
"D16300","Ramphotyphlops","proximus",147.73,-35.25
"J82624","Anilios","proximus",147.7511,-24.8151
"R.30331","Anilios","proximus",147.83,-31.7
"R.95270","Anilios","proximus",147.85,-31.25
"J76609","Anilios","proximus",147.8756,-25.0794
"J76615","Anilios","proximus",147.8897,-24.7994
"J93205","Anilios","proximus",147.896,-25.015
"J69361","Anilios","proximus",147.9172,-25.0386
"R.13830","Anilios","proximus",147.97,-33.13
"J76618","Anilios","proximus",147.9992,-24.9644
"R.10776","Anilios","proximus",148.02,-33.38
"R.3835","Anilios","proximus",148.18,-33.13
"J69357","Anilios","proximus",148.2125,-25.0572
"J81820","Anilios","proximus",148.2667,-26.0167
"R.123430","Anilios","proximus",148.28,-33.05
"R.122967","Anilios","proximus",148.3,-34.32
"R.2343","Anilios","proximus",148.35,-34.55
"D2800","Ramphotyphlops","proximus",148.52,-34.3
"R.175749","Anilios","proximus",148.575,-32.265
"R.14946","Anilios","proximus",148.65,-31.72
"J8823","Anilios","proximus",148.7833,-26.5833
"R22713","Anilios","proximus",148.83,-25.32
"R.17916","Anilios","proximus",149.1,-33.28
"J77667","Anilios","proximus",149.1075,-23.7561
"R.17915","Anilios","proximus",149.12,-31.82
"J38741","Anilios","proximus",149.1333,-23.8
"R.161335","Anilios","proximus",149.27,-31.25
"J59528","Anilios","proximus",149.3694,-26.6108
"J3566","Anilios","proximus",149.3833,-26.6167
"R.95458","Anilios","proximus",149.43,-30.98
"R.49083","Anilios","proximus",149.58,-32.6
"R.14821","Anilios","proximus",149.72,-34.75
"R.174275","Anilios","proximus",149.7576961,-30.7696589
"R.174273","Anilios","proximus",149.7782414,-30.7624564
"R.173048","Anilios","proximus",149.7893786,-29.8432625
"R.11498","Anilios","proximus",149.83,-29.47
"R.12560","Anilios","proximus",149.85,-29.47
"J8716","Anilios","proximus",149.9667,-26.1167
"J11629","Anilios","proximus",149.9833,-24.5667
"J89727","Anilios","proximus",150.0236,-26.7731
"J3341","Anilios","proximus",150.0833,-26.3333
"R.13835","Anilios","proximus",150.13,-30.48
"J8218","Anilios","proximus",150.1333,-26.9333
"R.27304","Anilios","proximus",150.25,-30.98
"R.7982","Anilios","proximus",150.27,-31.12
"R.64294","Anilios","proximus",150.47,-29.25
"J89810","Anilios","proximus",150.6008,-27.0322
"R.162129","Anilios","proximus",150.6328,-31.1186
"J14212","Anilios","proximus",150.6333,-26.7333
"J89809","Anilios","proximus",150.6481,-27.0886
"J89808","Anilios","proximus",150.6575,-27.0906
"R.92393","Anilios","proximus",150.7,-30.2
"R.3440","Anilios","proximus",150.72,-30.75
"R.615","Typhlops","proximus",150.73,-33.6
"R.165241","Anilios","proximus",150.75,-29.9542
"J68694","Anilios","proximus",150.75,-26.8333
"R.128510","Anilios","proximus",150.9,-32.27
"R.161717","Anilios","proximus",150.9111,-30.3597
"R.5764","Anilios","proximus",150.93,-31.08
"J84484","Anilios","proximus",151.0233,-28.2431
"R.27305","Anilios","proximus",151.05,-31.17
"R.8440","Anilios","proximus",151.07,-30.97
"J10356","Anilios","proximus",151.1167,-26.7833
"R.92391","Anilios","proximus",151.12,-30.65
"R.27313","Anilios","proximus",151.12,-29.77
"R.10055","Anilios","proximus",151.13,-33.97
"J48659","Anilios","proximus",151.2,-25.4833
"R.92392","Anilios","proximus",151.23,-30.67
"R.66665","Anilios","proximus",151.23,-33.02
"R.10056","Anilios","proximus",151.2429,-33.9485
"J2935","Anilios","proximus",151.25,-27.1833
"J9140","Anilios","proximus",151.2667,-27.8833
"J77623","Anilios","proximus",151.3167,-24.0333
"J89328","Anilios","proximus",151.3517,-28.8064
"R.11693","Anilios","proximus",151.53,-27.1
"R.145402","Typhlops","proximus",151.57,-32.73
"R.162084","Anilios","proximus",151.73,-32.67
"J42405","Anilios","proximus",151.7333,-27.4167
"R.132486","Anilios","proximus",151.75,-32.6
"J8225","Anilios","proximus",151.8,-28.5833
"R.157993","Anilios","proximus",151.8239,-32.7728
"J8709","Anilios","proximus",151.8333,-26.5333
"J84363","Anilios","proximus",151.8522,-26.8653
"J237","Anilios","proximus",151.8833,-26.3167
"J84136","Anilios","proximus",151.8944,-26.7717
"J5245","Anilios","proximus",151.9333,-28.6667
"J50848","Anilios","proximus",151.95,-28.8333
"R.13115","Anilios","proximus",152.02,-29.05
"R.184596","Anilios","proximus",152.0268411,-29.08540653
"J9622","Anilios","proximus",152.0333,-28.2167
"J7520","Anilios","proximus",152.05,-27.2667
"J8822","Anilios","proximus",152.1,-26.8833
"J10927","Anilios","proximus",152.1333,-26.8833
"J72315","Anilios","proximus",152.1572,-27.4375
"J58984","Anilios","proximus",152.2667,-27.55
"J1917","Anilios","proximus",152.2833,-25.2333
"J1904","Anilios","proximus",152.35,-24.8667
"J7534","Anilios","proximus",152.4167,-27.2333
"R.18289","Anilios","proximus",152.42,-28.62
"J85972","Anilios","proximus",152.5487,-27.4361
"J11475","Anilios","proximus",152.5667,-26.95
"J9064","Anilios","proximus",152.6,-27.65
"J21357","Anilios","proximus",152.6,-27.9833
"J21355","Anilios","proximus",152.6167,-28
"J58172","Anilios","proximus",152.6667,-28
"J362","Anilios","proximus",152.7833,-26.95
"J14258","Anilios","proximus",152.7833,-27.6167
"R.14811","Anilios","proximus",152.83,-31.22
"J9044","Anilios","proximus",152.8333,-27.2
"R.157000","Anilios","proximus",152.8447,-29.6992
"J23966","Anilios","proximus",152.85,-27.6
"J2936","Anilios","proximus",152.8667,-27.6167
"J13565","Anilios","proximus",152.8667,-27.4833
"J7661","Anilios","proximus",152.8833,-27.3667
"J16790","Anilios","proximus",152.8833,-26.85
"R.106939","Anilios","proximus",152.92,-30.72
"J5956","Anilios","proximus",152.9333,-27.3667
"J2937","Anilios","proximus",152.95,-26.9
"J7902","Anilios","proximus",152.95,-27.1
"J21023","Anilios","proximus",152.95,-27.45
"J67869","Anilios","proximus",152.9511,-27.4817
"J9045","Anilios","proximus",152.9667,-27.2
"J87197","Anilios","proximus",152.9677,-27.6651
"R.111876","Anilios","proximus",153,-28.62
"J6844","Anilios","proximus",153,-28.6333
"J7337","Anilios","proximus",153,-27.5667
"J26897","Anilios","proximus",153.0167,-27.3667
"J5086","Anilios","proximus",153.0333,-27.5667
"J18749","Anilios","proximus",153.0333,-27.5833
"J21012","Anilios","proximus",153.0333,-27.8333
"R.10786","Anilios","proximus",153.05,-28.87
"J239","Anilios","proximus",153.0667,-27.4333
"J59662","Anilios","proximus",153.0677,-25.5484
"J29086","Anilios","proximus",153.1,-27.7333
"J7732","Anilios","proximus",153.1333,-26.8
"J63879","Anilios","proximus",153.1677,-28.0151
"R.187285","Anilios","proximus",153.209312,-29.454564
"J4793","Anilios","proximus",153.2333,-27.6333
"J86658","Anilios","proximus",153.2441232,-28.11195166
"J86658","Anilios","proximus",153.2442,-28.1119
"R.8982","Anilios","proximus",153.28,-29
"J349","Anilios","proximus",153.3,-27.5833
"J6664","Anilios","proximus",153.3167,-27.8667
"J3522","Anilios","proximus",153.3667,-27.1333
"J63736","Anilios","robertsi",145.2333,-15.8333
"J46128","Anilios","silvia",152.9167,-26.1667
"J8521","Anilios","silvia",152.9667,-26.6333
"J77029","Anilios","silvia",152.9694,-26.3131
"J82203","Anilios","silvia",152.9764,-26.5919
"J76833","Anilios","silvia",153.0256,-26.4244
"J60852","Anilios","silvia",153.05,-25.4667
"J65268","Anilios","silvia",153.0677,-25.5651
"J85945","Anilios","silvia",153.0711,-25.8794
"J82731","Anilios","silvia",153.0844,-26.6694
"J23620","Anilios","silvia",153.1,-25.9667
"J27386","Anilios","silvia",153.1167,-25.9667
"D42599","Ramphotyphlops","silvia",153.17,-25.25
"J31576","Anilios","silvia",153.2667,-25.1833
"R114892","Anilios","systenos",114.6167,-28.7666
"R1734","Anilios","systenos",114.8167,-28.7166
"R.8050","Anilios","torresianus",110.32,-7.15
"J80412","Anilios","torresianus",141.7089,-12.2643
"R.82599","Anilios","torresianus",141.87,-12.3
"R.107055","Anilios","torresianus",141.9,-12.12
"R.57826","Anilios","torresianus",142.58,-10.75
"J54031","Anilios","torresianus",142.5833,-11.75
"J54041","Anilios","torresianus",142.6167,-11.65
"R.24426","Anilios","torresianus",143.18,-9.03
"R.98337","Anilios","torresianus",143.2,-12.73
"J61588","Anilios","torresianus",143.25,-12.7167
"J58533","Anilios","torresianus",143.3333,-12.7167
"J62012","Anilios","torresianus",143.3417,-13.7417
"J77258","Anilios","torresianus",143.3794,-13.8269
"J62601","Anilios","torresianus",144.1411,-16.0475
"J54338","Anilios","torresianus",144.8833,-17.3667
"J66007","Anilios","torresianus",145.0583,-16.275
"J87068","Anilios","torresianus",145.0914,-16.3001
"J60901","Anilios","torresianus",145.225,-15.8917
"J60902","Anilios","torresianus",145.2306,-15.8167
"J54358","Anilios","torresianus",145.2333,-15.6833
"J87053","Anilios","torresianus",145.2333,-15.7929
"J85296","Anilios","torresianus",145.2344,-15.4519
"J45941","Anilios","torresianus",145.25,-15.7
"J88036","Anilios","torresianus",145.2511,-15.4652
"J27136","Anilios","torresianus",145.2667,-15.8
"R.128850","Anilios","torresianus",145.27,-17.73
"J60903","Anilios","torresianus",145.275,-15.7083
"R.127404","Anilios","torresianus",145.28,-16.58
"J80562","Anilios","torresianus",145.3011,-17.5818
"J60625","Anilios","torresianus",145.3333,-15.2667
"J58109","Anilios","torresianus",145.4167,-16.0667
"J91290","Anilios","torresianus",145.4208,-17.3408
"J85026","Anilios","torresianus",145.4494,-17.2108
"J80968","Anilios","torresianus",145.45,-17.2167
"J74676","Anilios","torresianus",145.4511,-17.3651
"R.65225","Anilios","torresianus",145.47,-14.67
"J59362","Anilios","torresianus",145.475,-17.5467
"R.10828","Anilios","torresianus",145.48,-17.27
"J3769","Anilios","torresianus",145.4833,-17.2167
"J10885","Anilios","torresianus",145.4833,-17.2667
"J30838","Anilios","torresianus",145.4833,-17.4333
"J76031","Anilios","torresianus",145.4833,-17.6
"J64920","Anilios","torresianus",145.5,-17.65
"J47615","Anilios","torresianus",145.5167,-17.7167
"J78915","Anilios","torresianus",145.5233,-17.7036
"J85794","Anilios","torresianus",145.5269,-17.703
"J18017","Anilios","torresianus",145.5333,-16.9167
"J66002","Anilios","torresianus",145.5558,-17.1886
"J80559","Anilios","torresianus",145.56,-17.609
"J90690","Anilios","torresianus",145.5733,-17.2833
"J25566","Anilios","torresianus",145.5833,-17.0833
"J59885","Anilios","torresianus",145.5844,-17.6318
"J65259","Anilios","torresianus",145.6011,-17.8318
"J5700","Anilios","torresianus",145.6167,-16.75
"J89916","Anilios","torresianus",145.6167,-16.7661
"J72742","Anilios","torresianus",145.6178,-17.5485
"J60900","Anilios","torresianus",145.625,-17.2917
"R.10373","Anilios","torresianus",145.63,-17.25
"J47504","Anilios","torresianus",145.6333,-16.8167
"J78863","Anilios","torresianus",145.6367,-18.1181
"J60899","Anilios","torresianus",145.6417,-17.2417
"J73306","Anilios","torresianus",145.6678,-18.2985
"J90432","Anilios","torresianus",145.6789,-17.2042
"J81278","Anilios","torresianus",145.6807,-17.2063
"J82743","Anilios","torresianus",145.6833,-18.1536
"J48166","Anilios","torresianus",145.6917,-17.7083
"J48176","Anilios","torresianus",145.6917,-17.6917
"J87576","Anilios","torresianus",145.7011,-16.8985
"J71032","Anilios","torresianus",145.7583,-17.5847
"J74663","Anilios","torresianus",145.7583,-17.6083
"J47248","Anilios","torresianus",145.7667,-16.9167
"R.15137","Anilios","torresianus",145.77,-16.92
"J48248","Anilios","torresianus",145.7819,-17.7903
"J2273","Anilios","torresianus",145.7833,-17.1
"J48213","Anilios","torresianus",145.7847,-17.8236
"J67383","Anilios","torresianus",145.8083,-18.0417
"J65129","Anilios","torresianus",145.8178,-17.3985
"R.1083","Anilios","torresianus",145.88,-17.27
"J77570","Anilios","torresianus",145.9167,-17.3333
"R.57282","Anilios","torresianus",145.93,-17.93
"J76642","Anilios","torresianus",145.9333,-17.9333
"R.17034","Anilios","torresianus",146.02,-17.6
"R.17020","Anilios","torresianus",146.02,-17.53
"J64892","Anilios","torresianus",146.1272,-17.636
"J62707","Anilios","torresianus",146.1511,-17.9485
"J80459","Anilios","torresianus",146.1844,-18.9485
"J73343","Anilios","torresianus",146.8061,-19.1439
"J79868","Anilios","torresianus",146.8178,-19.2651
"J77953","Anilios","torresianus",146.8411,-19.1739
"J79900","Anilios","torresianus",147.0511,-19.6318
"J50846","Anilios","torresianus",148.5,-21.1667
"J79947","Anilios","torresianus",148.5097,-22.3178
"J79942","Anilios","torresianus",148.5233,-21.2792
"J80850","Anilios","torresianus",148.5406,-21.2719
"J82288","Anilios","torresianus",148.5511,-21.1484
"J78766","Anilios","torresianus",148.7047,-20.3439
"J83734","Anilios","torresianus",148.7283,-20.3917
"J90179","Anilios","torresianus",148.8472,-20.95
"J61810","Anilios","torresianus",149.0417,-20.4583
"J64084","Anilios","torresianus",149.145,-21.1214
"J77365","Anilios","torresianus",149.2139,-21.0986
"J77367","Anilios","torresianus",149.2158,-21.0964
"R04012","Anilios","tovelli",130.9666667,-12.7
"R08365","Anilios","tovelli",131.05,-12.45
"R38448","Anilios","tovelli",130.54217,-11.76864
"R36474","Anilios","tovelli",130.6449333,-12.42183333
"R20985","Anilios","tovelli",130.65,-11.66666667
"R23130","Anilios","tovelli",130.8866667,-11.7685
"R22902","Anilios","tovelli",130.9031667,-11.50533333
"R34113","Anilios","tovelli",130.9166667,-12.45
"R27697","Anilios","tovelli",131.001025,-11.361026
"R03301","Anilios","tovelli",131.05,-12.55
"R12423","Anilios","tovelli",131.2333333,-12.53333333
"R12044","Anilios","tovelli",131.3083333,-12.56333333
"R34115","Anilios","tovelli",131.3166667,-12.65
"R21063","Anilios","tovelli",132.15,-11.15
"R36153","Anilios","tovelli",132.2238333,-11.2925
"R36410","Anilios","tovelli",132.3443333,-11.39366667
"R38445","Anilios","tovelli",132.36427,-12.61919667
"R38447","Anilios","tovelli",132.36585,-12.62344
"R38446","Anilios","tovelli",132.3663183,-12.61942667
"R36151","Anilios","tovelli",132.585809,-11.3356632
"R.97440","Anilios","tovelli",132.9,-12.63
"D4516","Ramphotyphlops","tovelli",133.05,-12.32
"R.40917","Anilios","tovelli",135.67,-12
"R36155","Anilios","tovelli",136.1101667,-12.18
"DTD1317","Ramphotyphlops","tovelli",136.88,-12.25
"R146048","Anilios","troglodytes",123.9853,-16.75
"R172637","Anilios","troglodytes",124.046715,-16.322552
"R51043","Anilios","troglodytes",125.2333,-17.6166
"R115928","Anilios","troglodytes",125.4667,-16.7166
"R119508","Anilios","troglodytes",128.7847,-15.8005
"R117861","Anilios","unguirostris",124.9333,-17.663
"R99771","Anilios","unguirostris",125.3681,-17.2875
"R70725","Anilios","unguirostris",125.9167,-16.6333
"R163527","Anilios","unguirostris",126.0764,-17.5736
"R163525","Anilios","unguirostris",126.1,-17.5166
"R73513","Anilios","unguirostris",126.4333,-16.4333
"R131661","Anilios","unguirostris",126.6322,-14.2211
"R146375","Anilios","unguirostris",126.6333,-14.3
"R146891","Anilios","unguirostris",128.7061,-15.6522
"R83196","Anilios","unguirostris",128.7333,-15.7666
"R75342","Anilios","unguirostris",128.8,-16.5833
"R115861","Anilios","unguirostris",128.8,-16.3
"R151036","Anilios","unguirostris",128.8,-15.8333
"R28913","Anilios","unguirostris",129.0333333,-15.81666667
"R18582","Anilios","unguirostris",130.2833333,-15.35
"R34642","Anilios","unguirostris",130.3,-11.58333333
"R21669","Anilios","unguirostris",130.3666667,-12.75
"R23895","Anilios","unguirostris",130.4208333,-16.10616667
"R35419","Anilios","unguirostris",130.5471667,-13.90716667
"R18348","Anilios","unguirostris",130.5666667,-16.98333333
"R.4582","Anilios","unguirostris",130.83,-12.45
"J4597","Anilios","unguirostris",130.8333,-12.45
"R29839","Anilios","unguirostris",130.8646667,-11.82583333
"R34544","Anilios","unguirostris",130.8833333,-12.41666667
"R04724","Anilios","unguirostris",130.9333333,-12.46666667
"R36465","Anilios","unguirostris",130.9432333,-12.4145
"R29835","Anilios","unguirostris",130.9633333,-11.74133333
"R35301","Anilios","unguirostris",130.977,-12.70683333
"R27369","Anilios","unguirostris",131,-12.86666667
"R18480","Anilios","unguirostris",131.0333333,-13.06666667
"R00260","Anilios","unguirostris",131.05,-12.45
"R27690","Anilios","unguirostris",131.134,-13.48166667
"R27015","Anilios","unguirostris",131.1666667,-13.16666667
"R17247","Anilios","unguirostris",131.25,-12.63333333
"R00168","Anilios","unguirostris",131.2833333,-12.56666667
"R23894","Anilios","unguirostris",131.3396667,-15.4425
"R27689","Anilios","unguirostris",131.3666667,-13.11666667
"R25141","Anilios","unguirostris",131.5833333,-14.34166667
"R16810","Anilios","unguirostris",131.7666667,-15.76666667
"R27894","Anilios","unguirostris",131.8,-11.3
"R03820","Anilios","unguirostris",132.2666667,-14.46666667
"R13986","Anilios","unguirostris",132.2667,-14.4666
"R38318","Anilios","unguirostris",132.4155583,-12.68639333
"R06933","Anilios","unguirostris",132.4666667,-14.58333333
"R27415","Anilios","unguirostris",132.6531667,-13.43383333
"R21531","Anilios","unguirostris",132.6666667,-12.66666667
"R.88832","Anilios","unguirostris",132.92,-12.57
"R16854","Anilios","unguirostris",132.9333333,-13.53333333
"R00913","Anilios","unguirostris",133.0333333,-12.33333333
"D4515","Ramphotyphlops","unguirostris",133.05,-12.32
"R.41912","Anilios","unguirostris",134.22,-12.05
"R15055","Anilios","unguirostris",134.3166667,-16.51666667
"DTD1320","Ramphotyphlops","unguirostris",134.88,-12.08
"R17067","Anilios","unguirostris",135.1333333,-14.88333333
"R20612","Anilios","unguirostris",135.73,-16.675
"R22673","Anilios","unguirostris",136.3333333,-16.83333333
"R.138666","Anilios","unguirostris",136.43,-13.93
"R35609","Anilios","unguirostris",136.7666667,-12.18333333
"J88951","Anilios","unguirostris",139.18,-16.6614
"R54430","Anilios","unguirostris",141.2764,-17.4347
"J80413","Anilios","unguirostris",141.7178,-12.2355
"J95941","Anilios","unguirostris",141.7356,-18.2119
