"catalogue","genus","species","longdec","latdec"
"R62386","Anilios","endoterus",129.9575,-28.5319
"R23261","Anilios","endoterus",130.0333333,-22.83333333
"R34088","Anilios","endoterus",130.0833333,-21.00638333
"R34089","Anilios","endoterus",130.0833333,-21.00634167
"R48575","Anilios","endoterus",130.2261,-27.3358
"R.87759","Anilios","endoterus",130.58,-25.15
"R15081","Anilios","endoterus",130.7166667,-25.28333333
"R34040","Anilios","endoterus",130.7166667,-25.3
"R14235","Anilios","endoterus",130.7833333,-25.33333333
"R29551","Anilios","endoterus",130.82,-26.65
"R20503","Anilios","endoterus",130.9,-25.26666667
"R14205","Anilios","endoterus",130.9166667,-25.28333333
"R17514","Anilios","endoterus",131,-25.25
"R14236","Anilios","endoterus",131.0166667,-25.35
"R36170","Anilios","endoterus",131.02,-25.23
"R34084","Anilios","endoterus",131.0333333,-25.35
"J83563","Anilios","endoterus",131.1667,-22.7333
"R51535","Anilios","endoterus",131.4714,-26.2694
"D67455","Anilios","endoterus",131.53,-24.3
"D67831","Anilios","endoterus",131.5348333,-24.3056667
"R32131","Anilios","endoterus",131.5458,-30.2503
"R11054","Anilios","endoterus",131.6,-24.3
"R36219","Anilios","endoterus",131.7667,-25.3917
"D67870","Anilios","endoterus",131.7705,-24.401
"R29895","Anilios","endoterus",131.82,-25.52
"R57872","Anilios","endoterus",131.9233,-28.5642
"R17829","Anilios","endoterus",132,-20.41666667
"R34045","Anilios","endoterus",132.0333333,-23.05
"R44882","Anilios","endoterus",132.05,-26.1358
"R14006","Anilios","endoterus",132.3666667,-23.71666667
"D67717","Anilios","endoterus",132.6538333,-23.6335
"R16606","Anilios","endoterus",132.6666667,-23.16666667
"D1890","Anilios","endoterus",132.68,-24.3
"D67776","Anilios","endoterus",132.755,-24.0516667
"R34090","Anilios","endoterus",132.7666667,-23.95
"R47473","Anilios","endoterus",132.9164,-27.6717
"D67956","Anilios","endoterus",133.0003333,-25.274
"R22696","Anilios","endoterus",133.15,-25.83333333
"R69021","Anilios","endoterus",133.1776019,-28.24058995
"R34076","Anilios","endoterus",133.2333333,-23.96666667
"R36962","Anilios","endoterus",133.2544667,-24.5526
"R02349","Anilios","endoterus",133.3666667,-23.81666667
"R15206","Anilios","endoterus",133.5833333,-22.45
"R34036","Anilios","endoterus",133.7833333,-25
"R22700","Anilios","endoterus",133.8666667,-23.7
"R.118879","Anilios","endoterus",133.87,-23.7
"R34079","Anilios","endoterus",133.8833333,-23.7
"R.134752","Anilios","endoterus",133.9,-24
"R14270","Anilios","endoterus",133.9333333,-22.56666667
"R34092","Anilios","endoterus",133.9333333,-23.95
"R02350","Anilios","endoterus",134.0666667,-24.66666667
"R58079","Anilios","endoterus",134.0883,-28.3989
"R26736","Anilios","endoterus",134.1083,-29.1611
"R26700","Anilios","endoterus",134.13,-29.175
"R69148","Anilios","endoterus",134.1792,-30.6858
"R69125","Anilios","endoterus",134.1878,-30.7992
"R69124","Anilios","endoterus",134.1878,-30.7828
"R52851","Anilios","endoterus",134.2161,-26.7847
"R26203","Anilios","endoterus",134.2333,-29.1722
"R34081","Anilios","endoterus",134.25,-24.88333333
"R26787","Anilios","endoterus",134.25,-29.1944
"D67499","Anilios","endoterus",134.4,-25.03
"R26692","Anilios","endoterus",134.47,-29.3583
"R34106","Anilios","endoterus",134.5166667,-22.48333333
"R.127954","Anilios","endoterus",134.57,-22.23
"D1962","Anilios","endoterus",134.88,-25.93
"R52754","Anilios","endoterus",135.1189,-26.7619
"R52789","Anilios","endoterus",135.1961,-26.9061
"R14612","Anilios","endoterus",135.2333333,-23.55
"R08500","Anilios","endoterus",135.4,-19.43333333
"R45320","Anilios","endoterus",135.73,-30.97
"R45295","Anilios","endoterus",135.8217,-30.8228
"R46570","Anilios","endoterus",135.9411,-28.6397
"R34091","Anilios","endoterus",136,-24.75
"R08562","Anilios","endoterus",136.0666667,-19.3
"R45248","Anilios","endoterus",136.3972,-31.4917
"R49906","Anilios","endoterus",136.5203,-26.3206
"R46460","Anilios","endoterus",136.545,-29.1219
"R53743","Anilios","endoterus",136.5919,-31.4267
"R44788","Anilios","endoterus",136.6258,-31.5769
"R21202","Anilios","endoterus",136.85,-30.43
"R39746","Anilios","endoterus",136.85,-30.38
"R20864","Anilios","endoterus",136.88,-30.45
"R21032","Anilios","endoterus",136.88,-30.55
"R21200","Anilios","endoterus",136.88,-30.43
"R21198","Anilios","endoterus",136.9,-30.43
"R47671","Anilios","endoterus",136.9114,-31.4631
"R21031","Anilios","endoterus",136.92,-30.33
"D68649","Anilios","endoterus",136.9213333,-30.3416667
"R49051","Anilios","endoterus",136.9283,-31.2614
"R50024","Anilios","endoterus",136.9536,-26.5789
"R52520","Anilios","endoterus",137.095,-31.4917
"R51198","Anilios","endoterus",137.1058,-31.4925
"R38481","Anilios","endoterus",137.12,-31.52
"R34119","Anilios","endoterus",137.2666667,-23.91666667
"R49307","Anilios","endoterus",137.3078,-30.8006
"R70172","Anilios","endoterus",137.3390341,-30.75375392
"R66590","Anilios","endoterus",137.7658,-30.125
"R66527","Anilios","endoterus",137.8297,-30.4436
"R66581","Anilios","endoterus",137.9919,-30.3594
"R.114125","Anilios","endoterus",138,-25.77
"R66587","Anilios","endoterus",138.025,-30.2967
"J87632","Anilios","endoterus",138.0561,-23.8139
"J89206","Anilios","endoterus",138.2025,-24.095
"J41841","Anilios","endoterus",138.85,-25.9
"R71012","Anilios","endoterus",139.531803,-30.612511
"R18868","Anilios","endoterus",140.17,-27.18
"R24690","Anilios","endoterus",140.22,-28.67
"R50991","Anilios","endoterus",140.2292,-27.4231
"J39588","Anilios","endoterus",140.2333,-25.6333
"R51023","Anilios","endoterus",140.245,-27.3978
"R51038","Anilios","endoterus",140.2906,-27.2922
"R63896","Anilios","endoterus",140.6656,-27.0519
"R63882","Anilios","endoterus",140.6725,-27.0697
"R.95346","Anilios","endoterus",140.68,-30.92
"R64066","Anilios","endoterus",140.695,-31.3444
"R64037","Anilios","endoterus",140.795,-29.9108
"R35046","Anilios","endoterus",140.87,-28.12
"R63815","Anilios","endoterus",140.9114,-26.925
"R.155294","Anilios","endoterus",141.0869,-29.1775
"R.155217","Anilios","endoterus",141.1492,-29.1311
"R.155296","Anilios","endoterus",141.1817,-29.1142
"R.155429","Anilios","endoterus",141.1956,-29.0356
"R.155225","Anilios","endoterus",141.1969,-29.0339
"R.152987","Anilios","endoterus",141.22,-29.08
"R.151740","Anilios","endoterus",141.3042,-29.0442
"R.155423","Anilios","endoterus",141.3072,-29.0444
"R.155271","Anilios","endoterus",141.4508,-29.0311
"R.155414","Anilios","endoterus",141.5236,-29.0308
"J30187","Anilios","endoterus",142.0167,-29.4333
"R.146248","Anilios","endoterus",142.25,-31.28
"R.150231","Anilios","endoterus",142.28,-31.3
"R14324","Anilios","fossor",134.9666667,-23.46666667
"R102111","Anilios","ganei",116.3167,-21.65
"R170702","Anilios","ganei",116.488,-21.9522
"R162129","Anilios","ganei",116.571,-22.7892
"R140003","Anilios","ganei",117.0667,-21.5833
"R172319","Anilios","ganei",117.9596,-22.2872
"R170252","Anilios","ganei",118.102,-23.2839
"R174643","Anilios","ganei",118.46289,-22.58436
"R170062","Anilios","ganei",118.911,-21.0628
"R135625","Anilios","ganei",118.9333,-23.0666
"R156328","Anilios","ganei",118.9814,-22.2302
"R151749","Anilios","ganei",118.9819,-22.0169
"R165000","Anilios","ganei",119.024,-22.1347
"R165034","Anilios","ganei",119.025,-22.2216
"R124835","Anilios","ganei",119.4667,-23.2916
"R129571","Anilios","ganei",119.5667,-23.35
"R133692","Anilios","ganei",119.6297,-22.7502
"R169961","Anilios","ganei",119.6303,-23.3855
"R.155107","Ramphotyphlops","ganei",119.6917,-23.3492
"R129556","Anilios","ganei",119.6917,-23.3491
"R164440","Anilios","ganei",119.8611,-23.328
"R166227","Anilios","ganei",120.0194,-23.3288
"R.93706","Anilios","grypusET",139.03,-23.97
"R.93022","Anilios","grypusET",139.05,-24.05
"J67377","Anilios","grypusET",139.2333,-23.0333
"R55459","Anilios","grypusET",139.2358,-26.2503
"J2944","Anilios","grypusET",139.25,-18.65
"J9762","Anilios","grypusET",139.35,-25.9
"J30183","Anilios","grypusET",139.8667,-18.2333
"R55272","Anilios","grypusET",139.9969,-21.9003
"J41846","Anilios","grypusET",140.0667,-24.0667
"J39596","Anilios","grypusET",140.2333,-25.6333
"J88349","Anilios","grypusET",140.6536,-24.7964
"J41837","Anilios","grypusET",140.8833,-25.8667
"J58673","Anilios","grypusET",140.9,-21.8333
"J70063","Anilios","grypusET",140.9011,-24.1819
"J80928","Anilios","grypusET",140.9186,-21.8433
"J59330","Anilios","grypusET",140.985,-23.5431
"J70060","Anilios","grypusET",141.0236,-23.9008
"J60697","Anilios","grypusET",141.1,-24.15
"J40195","Anilios","grypusET",141.1333,-23.7667
"J82195","Anilios","grypusET",141.1414,-23.7639
"J60705","Anilios","grypusET",141.15,-23.7667
"J93607","Anilios","grypusET",141.1833,-23.7167
"J39487","Anilios","grypusET",141.5,-25.65
"R.110535","Anilios","grypusET",141.53,-23.97
"J86176","Anilios","grypusET",141.5345,-21.2318
"R.65957","Anilios","grypusET",141.55,-22.35
"J56899","Anilios","grypusET",141.75,-20.6667
"J24291","Anilios","grypusET",142.15,-20.9
"J73605","Anilios","grypusET",142.3192,-21.9342
"J70247","Anilios","grypusET",142.3244,-21.9275
"J52528","Anilios","grypusET",142.8167,-24.05
"R.9454","Anilios","grypusET",143.03,-22.38
"J23943","Anilios","grypusET",143.0333,-22.3833
"J73606","Anilios","grypusET",143.0447,-22.3961
"J78740","Anilios","grypusET",143.1361,-25.1722
"J50072","Anilios","grypusET",143.1833,-24.1167
"J67395","Anilios","grypusET",143.1917,-24.0944
"J73947","Anilios","grypusET",143.2194,-24.1389
"J76806","Anilios","grypusET",143.2347,-24.1272
"J57211","Anilios","grypusET",143.2833,-24.2833
"J81872","Anilios","grypusET",143.2861,-24.3558
"J90651","Anilios","grypusET",143.3081,-24.0939
"J90651","Anilios","grypusET",143.3083,-24.0939
"J93573","Anilios","grypusET",143.3264,-24.9528
"J73939","Anilios","grypusET",143.375,-24.1083
"J80874","Anilios","grypusET",143.5011,-22.0818
"J95014","Anilios","grypusET",143.5667,-24.2167
"J50073","Anilios","grypusET",143.6,-23.85
"J52529","Anilios","grypusET",143.8667,-24.4667
"J57212","Anilios","grypusET",143.8667,-23.9667
"J62776","Anilios","grypusET",144.2233,-23.4669
"J8873","Anilios","grypusET",144.25,-23.4333
"J27510","Anilios","grypusET",144.25,-23.45
"J74125","Anilios","grypusET",144.5992,-21.2411
"J47157","Anilios","grypusET",144.6417,-24.8467
"J51540","Anilios","grypusET",144.6667,-23.45
"J2652","Anilios","grypusET",144.7,-27.8
"J53258","Anilios","grypusET",144.7333,-24.55
"R.51471","Anilios","grypusET",144.85,-23.18
"J49249","Anilios","grypusET",145.4667,-24.4333
"R.12686","Anilios","grypusET",145.68,-28.07
"R135514","Anilios","grypusW",113.4,-26.1666
"R125276","Anilios","grypusW",113.4614,-24.2238
"R103980","Anilios","grypusW",113.5333,-25.9166
"R104254","Anilios","grypusW",113.6,-26.0833
"R133766","Anilios","grypusW",113.6667,-24.8833
"R96287","Anilios","grypusW",113.7,-25.8
"R122071","Anilios","grypusW",113.7067,-24.413
"R122155","Anilios","grypusW",113.8228,-25.1258
"R102449","Anilios","grypusW",113.8833,-25.85
"R25101","Anilios","grypusW",114,-22.0666
"R116597","Anilios","grypusW",114,-24.4166
"R142374","Anilios","grypusW",114.0094,-22.0655
"R36324","Anilios","grypusW",114.0333,-25.05
"R36677","Anilios","grypusW",114.0833,-22.25
"R176517","Anilios","grypusW",114.0847,-22.2147
"R31413","Anilios","grypusW",114.1167,-21.9333
"R130177","Anilios","grypusW",114.1169,-21.87
"R179281","Anilios","grypusW",114.11995,-21.935917
"R.81294","Anilios","grypusW",114.18,-26.42
"R88666","Anilios","grypusW",114.3667,-22.6666
"R.117816","Anilios","grypusW",114.38,-22.73
"R.130124","Anilios","grypusW",114.4,-22.73
"R123366","Anilios","grypusW",114.4442,-24.4055
"R122883","Anilios","grypusW",114.5,-24.4288
"R127198","Anilios","grypusW",114.5,-24.4286
"R125355","Anilios","grypusW",114.5117,-24.443
"R157297","Anilios","grypusW",114.5286,-22.1577
"R157332","Anilios","grypusW",114.5508,-22.1538
"R157291","Anilios","grypusW",114.5931,-22.2997
"R122696","Anilios","grypusW",114.6256,-25.6538
"R122114","Anilios","grypusW",114.6367,-24.5113
"R121004","Anilios","grypusW",114.6942,-25.623
"D4812","Ramphotyphlops","grypusW",114.77,-23.9
"R132233","Anilios","grypusW",114.8508,-21.7541
"R135482","Anilios","grypusW",114.8522,-21.7536
"R132227","Anilios","grypusW",114.8631,-21.785
"R140981","Anilios","grypusW",114.8639,-21.7836
"R135491","Anilios","grypusW",114.8719,-21.7766
"R73082","Anilios","grypusW",114.95,-21.7166
"R127521","Anilios","grypusW",115.0833,-21.7333
"R108343","Anilios","grypusW",115.0942,-21.6813
"R112184","Anilios","grypusW",115.0978,-21.7308
"R156259","Anilios","grypusW",115.1139,-21.7411
"R112683","Anilios","grypusW",115.1508,-21.72
"R112183","Anilios","grypusW",115.1569,-21.7308
"R121495","Anilios","grypusW",115.2939,-25.0552
"R172603","Anilios","grypusW",115.4069,-22.6922
"R172941","Anilios","grypusW",115.4478,-20.7908
"R163032","Anilios","grypusW",115.554,-22.1886
"R162032","Anilios","grypusW",115.558,-22.4984
"R56105","Anilios","grypusW",115.6167,-22.0833
"R102022","Anilios","grypusW",115.775,-23.2277
"R102559","Anilios","grypusW",115.7872,-23.0613
"R110932","Anilios","grypusW",115.9622,-21.6711
"R110937","Anilios","grypusW",116.0983,-21.728
"R162147","Anilios","grypusW",116.148,-22.5714
"R141287","Anilios","grypusW",116.1667,-21
"R110901","Anilios","grypusW",116.1964,-21.7563
"R87609","Anilios","grypusW",116.2167,-24.55
"R125639","Anilios","grypusW",116.2167,-24.05
"R108596","Anilios","grypusW",116.25,-21.7833
"R162157","Anilios","grypusW",116.28,-22.43
"R110866","Anilios","grypusW",116.2997,-21.8188
"R102200","Anilios","grypusW",116.3167,-21.65
"R139494","Anilios","grypusW",116.3336,-22.3555
"R162080","Anilios","grypusW",116.372,-22.408
"R162066","Anilios","grypusW",116.461,-22.7402
"R170781","Anilios","grypusW",116.488,-21.9522
"R162119","Anilios","grypusW",116.522,-22.7727
"R174508","Anilios","grypusW",116.58851,-24.21457
"R106044","Anilios","grypusW",116.8,-20.5666
"R132650","Anilios","grypusW",116.8197,-20.5277
"R83140","Anilios","grypusW",116.85,-20.7333
"R156167","Anilios","grypusW",116.9589,-24.7811
"R114283","Anilios","grypusW",117,-20.7333
"R162432","Anilios","grypusW",117.035,-20.9399
"R110221","Anilios","grypusW",117.037,-21.6424
"R117892","Anilios","grypusW",117.0667,-21.5833
"R162434","Anilios","grypusW",117.073,-20.808
"R160954","Anilios","grypusW",117.096,-20.8526
"R162417","Anilios","grypusW",117.099,-20.7364
"R76468","Anilios","grypusW",117.1,-20.9833
"R156200","Anilios","grypusW",117.1119,-24.7791
"R135313","Anilios","grypusW",117.1522,-20.6472
"R15122","Anilios","grypusW",117.1833,-26.3666
"R45631","Anilios","grypusW",117.1833,-20.6333
"R110716","Anilios","grypusW",117.1881,-22.6133
"R156164","Anilios","grypusW",117.1903,-24.7611
"R110721","Anilios","grypusW",117.1933,-22.6036
"R47631","Anilios","grypusW",117.2167,-26.3666
"R156163","Anilios","grypusW",117.2236,-24.8444
"R166816","Anilios","grypusW",117.3403,-24.8269
"R81244","Anilios","grypusW",117.3667,-24.8666
"R165909","Anilios","grypusW",117.3667,-24.75
"R164367","Anilios","grypusW",117.4303,-24.7261
"R162738","Anilios","grypusW",117.473,-22.295
"R170198","Anilios","grypusW",117.478,-22.8092
"R170227","Anilios","grypusW",117.479,-22.3214
"R163200","Anilios","grypusW",117.5025,-22.2047
"R163201","Anilios","grypusW",117.5219,-22.2175
"R2250","Anilios","grypusW",117.6,-21.6333
"R110122","Anilios","grypusW",117.693,-22.0592
"R131856","Anilios","grypusW",117.7225,-22.173
"R127774","Anilios","grypusW",117.75,-22.8072
"R44820","Anilios","grypusW",117.7833,-22.7
"R170258","Anilios","grypusW",117.801,-23.3397
"R110165","Anilios","grypusW",117.825,-21.7665
"R51041","Anilios","grypusW",117.8333,-20.85
"R161234","Anilios","grypusW",117.861,-20.9198
"R162879","Anilios","grypusW",117.871,-23.3181
"R163228","Anilios","grypusW",117.925,-22.1169
"R161250","Anilios","grypusW",117.983,-20.9101
"R58753","Anilios","grypusW",118.1333,-22.6166
"R111671","Anilios","grypusW",118.3,-22.37
"R13432","Anilios","grypusW",118.3167,-22.2833
"R114282","Anilios","grypusW",118.3167,-22.2333
"R102179","Anilios","grypusW",118.4597,-22.6027
"R91499","Anilios","grypusW",118.4667,-22.55
"R106147","Anilios","grypusW",118.5667,-23.8666
"R81867","Anilios","grypusW",118.6,-20.3166
"R95657","Anilios","grypusW",118.6028,-23.7297
"R145510","Anilios","grypusW",118.61,-20.61
"R42662","Anilios","grypusW",118.6833,-26.1333
"R170094","Anilios","grypusW",118.701,-21.3644
"R164102","Anilios","grypusW",118.7011,-21.3644
"R132737","Anilios","grypusW",118.7061,-21.4
"R150343","Anilios","grypusW",118.7192,-23.0005
"R150342","Anilios","grypusW",118.72,-23.0005
"R146673","Anilios","grypusW",118.75,-21.06
"R162719","Anilios","grypusW",118.761,-21.0636
"R66335","Anilios","grypusW",118.7917,-23.1847
"R114908","Anilios","grypusW",118.8167,-20.4
"R67904","Anilios","grypusW",118.8194,-23.2305
"R31227","Anilios","grypusW",118.8667,-21.7166
"R146362","Anilios","grypusW",118.8831,-21.358
"R169915","Anilios","grypusW",118.9103,-25.5911
"R10813","Anilios","grypusW",118.9167,-21.4166
"R73520","Anilios","grypusW",118.95,-21.6166
"R119226","Anilios","grypusW",118.9536,-21.6169
"R156473","Anilios","grypusW",118.9564,-22.6927
"R145744","Anilios","grypusW",118.9608,-21.94
"R165038","Anilios","grypusW",118.9789,-22.0688
"R108823","Anilios","grypusW",118.9833,-20.4333
"R104129","Anilios","grypusW",118.9878,-21.6094
"R157094","Anilios","grypusW",119.0219,-21.988
"R141274","Anilios","grypusW",119.0667,-20.4
"R162224","Anilios","grypusW",119.112,-23.3611
"R70754","Anilios","grypusW",119.1597,-22.7819
"R163895","Anilios","grypusW",119.175,-20.3264
"R163084","Anilios","grypusW",119.177,-23.0538
"R1645","Anilios","grypusW",119.1833,-20.1833
"R73600","Anilios","grypusW",119.225,-22.8047
"R73595","Anilios","grypusW",119.2631,-22.7861
"R162233","Anilios","grypusW",119.266,-23.146
"R162258","Anilios","grypusW",119.271,-22.8372
"R157031","Anilios","grypusW",119.3953,-22.7262
"R140721","Anilios","grypusW",119.4086,-22.7327
"R135917","Anilios","grypusW",119.4978,-20.1902
"R166000","Anilios","grypusW",119.6253,-23.3825
"R166893","Anilios","grypusW",119.6283,-22.9794
"R168887","Anilios","grypusW",119.6297,-22.7502
"R166895","Anilios","grypusW",119.6306,-22.968
"R161468","Anilios","grypusW",119.65,-20.9108
"R535","Anilios","grypusW",119.7333,-21.1666
